respondent_id,h1n1_vaccine,seasonal_vaccine
26898,0.08408829182677643,0.4489540914048467
26899,0.020220881872905258,0.0510137158341228
26900,0.1571037124198053,0.31890135908129347
26901,0.04757700419556251,0.4500102088287535
26902,0.07968243840307301,0.9274274459888089
26903,0.3155043206569726,0.1235936324092876
26904,0.17307413237262195,0.5614627345148178
26905,0.26232300977690376,0.7767861653238717
26906,0.02188581273078513,0.24426389104999782
26907,0.02998944634083735,0.6506589484121262
26908,0.023508577440324512,0.5258961070446381
26909,0.17324820206439495,0.3279522902242828
26910,0.009960474251682231,0.10207682743751662
26911,0.09782721772514232,0.12256035860606562
26912,0.5777239347172713,0.9324391429125769
26913,0.5895573895150539,0.7921989341393254
26914,0.04294745854604987,0.17605228439901238
26915,0.12071143868229284,0.7871441871165239
26916,0.0367080774869745,0.3525197686299458
26917,0.0018809200860119219,0.009519005524217788
26918,0.7902127193041907,0.9198927933263265
26919,0.06462221595980613,0.3611871055979985
26920,0.028375896407478635,0.17872430691098667
26921,0.19999646950081437,0.8797591611367451
26922,0.012198068542584187,0.5169321315130808
26923,0.21154610762564907,0.5939368553239237
26924,0.7855157118034795,0.8715083066709937
26925,0.18428985433301526,0.5221025832045078
26926,0.40087452790072337,0.17919868323764362
26927,0.47470683210429193,0.7534880796086824
26928,0.009836306440382098,0.22841352240237503
26929,0.15331950767679758,0.20513414566463026
26930,0.5990412914702955,0.8860067529719137
26931,0.18916015122184776,0.4979046987028072
26932,0.13128498858954432,0.8865770956509809
26933,0.04107467369278952,0.7709989201038392
26934,0.34303453729097133,0.6876069010770527
26935,0.12738373660809285,0.5705959404021264
26936,0.5030790466806968,0.27456761635973875
26937,0.127016477313893,0.6610739184616369
26938,0.02924434536897899,0.04217588156673355
26939,0.07589022188854626,0.06984471944493671
26940,0.10339065879532584,0.18574954034482735
26941,0.16590771196376602,0.5563498536533311
26942,0.7554972508102715,0.8704690755731481
26943,0.060465081974350125,0.5299500892262927
26944,0.043983919951265736,0.21114053022146972
26945,0.05742469011069752,0.5287944635496944
26946,0.04490708466331979,0.7143864689003558
26947,0.0026387479373022557,0.0758379959951764
26948,0.08165868693169173,0.16071744055256287
26949,0.04605818098227845,0.12585237601149038
26950,0.08097729695407632,0.7561416437858923
26951,0.14782835470062572,0.42085859734231895
26952,0.8662073848100718,0.9128170010798474
26953,0.6437993619914444,0.9641558410567443
26954,0.008274037849058039,0.09097999352357167
26955,0.08653325722053781,0.6221873930163956
26956,0.001965344792372932,0.027708683318230273
26957,0.049611024141960246,0.8719844249731171
26958,0.04100406893201453,0.37829748968652893
26959,0.14606976668536717,0.3644296155551094
26960,0.022503576599098355,0.07915289728247984
26961,0.26203714330772554,0.5994142613341328
26962,0.12573085269380643,0.930828077034159
26963,0.06643543544706675,0.2631036372334466
26964,0.13641963777347438,0.2910009187779015
26965,0.5591604997289105,0.9197144761240325
26966,0.0323581754621118,0.09788518228375105
26967,0.0014533659014603275,0.03638634234859787
26968,0.09345489433258487,0.781753025559759
26969,0.08850988849060332,0.26368639171771613
26970,0.8114720815388922,0.43012824170655767
26971,0.18275092541585627,0.426729628225836
26972,0.017362552640388763,0.03182593920396784
26973,0.070331561537114,0.1058689371128422
26974,0.3195148758129402,0.4799795610250354
26975,0.18125600775839654,0.7062845850352505
26976,0.8479900358055288,0.4238005213793853
26977,0.14805978432522351,0.46952216691870846
26978,0.05526847368478449,0.8114158203646243
26979,0.3995104829167181,0.6165750744324433
26980,0.05684493927366149,0.2141623654018182
26981,0.01982881140698037,0.19483709508533772
26982,0.6210616569968457,0.8060062697202975
26983,0.1790390048673631,0.5640179842045411
26984,0.03317084988106496,0.13122557234305934
26985,0.016192446615550908,0.0942598725115398
26986,0.09419594317652025,0.5851109383371014
26987,0.041980789986925886,0.19005754921226198
26988,0.004802924616303914,0.07919233048211796
26989,0.36912233299513375,0.7872741005719547
26990,0.005356432382193044,0.07096794685881437
26991,0.15891145882781352,0.4404161258924068
26992,0.4857803800880868,0.5938818410670306
26993,0.07063629553891751,0.7693651000685449
26994,0.10127503368174988,0.333961781564402
26995,0.0414620436349979,0.3510891939214941
26996,0.31191660414632744,0.30649585492252995
26997,0.010016443583017435,0.0600739523069374
26998,0.07158956763068604,0.11955868708592803
26999,0.17993769814347443,0.3970825494912394
27000,0.06072963073841346,0.3001329275768852
27001,0.02659564937204743,0.7437094513959438
27002,0.02978786320270178,0.31371840563043446
27003,0.007702721915808439,0.04839588620213189
27004,0.0013797560182531553,0.020305430696177063
27005,0.26400688083227913,0.6913778278047028
27006,0.8968737255015636,0.9438298469156047
27007,0.031681368459563104,0.15918862286173746
27008,0.04850112715812698,0.0826413434361869
27009,0.1553584013768484,0.3776649880188204
27010,0.0393152242667516,0.16730604293650858
27011,0.028283234147434336,0.10156674193229887
27012,0.3460198079312295,0.6596936110433085
27013,0.18191319990341964,0.45320030519394655
27014,0.07753632127169978,0.42152343059484754
27015,0.000681940786356148,0.010868005980928257
27016,0.13655145177480674,0.44503962745810316
27017,0.5520032264794235,0.8156818333960361
27018,0.044344689219343036,0.25647374156085706
27019,0.924884409442757,0.963035361694207
27020,0.2472368384061511,0.21375543893828303
27021,0.2573386661132171,0.5585689260425183
27022,0.07941790325496069,0.26888297688723617
27023,0.12039982583737648,0.17734415847196508
27024,0.03777989736664372,0.27241052908058083
27025,0.10958235859156769,0.045853814110964536
27026,0.014820440009979398,0.26415525038193804
27027,0.050823745295988154,0.684858381442632
27028,0.5018379835668484,0.8641370286548176
27029,0.18235034757760973,0.34307688333694214
27030,0.43094260520776717,0.37318162641773184
27031,0.36729559799896183,0.8694279750078291
27032,0.08288333977245525,0.3782402818589862
27033,0.4832083288285107,0.8074032818919845
27034,0.009318070445982027,0.5588638985280044
27035,0.24991871765089937,0.45891884918494164
27036,0.39282031897872893,0.7356432543601512
27037,0.7878248064991005,0.8025320565208778
27038,0.026264086543000588,0.04015408152754077
27039,0.4459312522133878,0.8429739853929745
27040,0.09276991191811132,0.11028712525676372
27041,0.03456859235831362,0.40908372839446366
27042,0.03717823094785916,0.6561907907404612
27043,0.44196019820175597,0.7052520431239889
27044,0.02280669076234731,0.0859939057952842
27045,0.09124539699629616,0.6730183662564059
27046,0.10240423967633736,0.15589210484483185
27047,0.44341119425391406,0.24588673184674614
27048,0.07644861597201967,0.3029255570313776
27049,0.0841443255546257,0.794994748691959
27050,0.08926163632473619,0.6025308124349662
27051,0.0014353512066465313,0.024981295083876223
27052,0.031710045051281964,0.2523940221995527
27053,0.8875840228965468,0.949197779021761
27054,0.08328001544072511,0.20145118538874
27055,0.030370156956844904,0.7913654252981248
27056,0.07140996865320495,0.09501969566036447
27057,0.006555330126432128,0.019849616280143617
27058,0.8533473915387995,0.9171443642384703
27059,0.15218671946315884,0.3680320887598996
27060,0.08267212751998843,0.5097300078250571
27061,0.015415100544578926,0.30564081291512984
27062,0.07988213402628253,0.4027948897306518
27063,0.03335046251048435,0.6336956282462507
27064,0.06251966077183649,0.35022804179137607
27065,0.1214041381252534,0.33343943403979204
27066,0.09188340420651712,0.6564722967556386
27067,0.4355039195584806,0.7162527811801297
27068,0.5753974433602519,0.8522983639876252
27069,0.6223988872921559,0.9272341759495364
27070,0.04903194003687648,0.11335894414679887
27071,0.06285380809666674,0.13296705242899112
27072,0.0926631111580594,0.6582189273423444
27073,0.07602168367383613,0.8678890109736054
27074,0.15270951463444063,0.4430691320493289
27075,0.48437124496925715,0.7971980810766212
27076,0.5252854487277225,0.6231630067079826
27077,0.09608068991322617,0.16834927779946673
27078,0.09522384880191544,0.7539439143358229
27079,0.1263139204201057,0.8976214140865839
27080,0.17099778778691094,0.38498932755113696
27081,0.04455840185537044,0.7772299237555067
27082,0.39264292176437904,0.5388099471746417
27083,0.08306772519992597,0.2143302356854375
27084,0.8015316653579861,0.4715471464221311
27085,0.017312223166350352,0.021191189083131143
27086,0.012623266447479069,0.050354306858210705
27087,0.19183039707620111,0.4198418198412018
27088,0.45464033685727995,0.8472765523265029
27089,0.3772977346161773,0.3887305673988564
27090,0.31397206880255935,0.5381145288886677
27091,0.7695185400067295,0.2511302419797871
27092,0.16938261614847847,0.43446800513139716
27093,0.2880623623985612,0.36166754552113217
27094,0.0152107093155998,0.09389714096750756
27095,0.05223322611522789,0.5562043880743764
27096,0.0754726296176239,0.36947385353498374
27097,0.4171046103751963,0.6320102089372069
27098,0.6561819823054454,0.8485425735203725
27099,0.3681134299131384,0.6710848070681708
27100,0.0436213193389032,0.7200846859143447
27101,0.06885813187160213,0.5942464486677074
27102,0.18721357930194676,0.8759782838860458
27103,0.022689193775951633,0.11174693791232483
27104,0.371028833852947,0.5505175955175583
27105,0.04500407200432241,0.4676148330207001
27106,0.6993688130740763,0.8435343736712764
27107,0.597996634336407,0.7223435187497617
27108,0.0012301394973709705,0.03132005276794455
27109,0.10482007925318819,0.2723670772025679
27110,0.07317245761663242,0.45250088183601495
27111,0.10097913722463467,0.44601570173838273
27112,0.30116400257121034,0.5591138500218497
27113,0.13688839651951246,0.345524840957519
27114,0.003875407651578301,0.03629496850843919
27115,0.7198609772193705,0.8446970450724588
27116,0.10185233464345825,0.8902395857639057
27117,0.042592183256238585,0.15810407792960174
27118,0.07512049388892184,0.5410512869382408
27119,0.11555764834597773,0.4510100784025245
27120,0.17354549202242667,0.9661592529451771
27121,0.06077258759826467,0.8417339763314743
27122,0.005842864566876657,0.09552454832578323
27123,0.032891995380001975,0.06453162700871623
27124,0.01981856411485209,0.06921238487967579
27125,0.025386126941673196,0.07091110900551702
27126,0.3874609725901445,0.06798832108978692
27127,0.1041938630480226,0.18568406795758574
27128,0.32283250136780345,0.654750951195231
27129,0.08592274510951743,0.25751276232643183
27130,0.13867680169118424,0.378207354083605
27131,0.17537481775763364,0.19149857327905506
27132,0.286797684166171,0.8601229516487976
27133,0.01572268891705142,0.36637716626709294
27134,0.7672951803332215,0.898508665980342
27135,0.032964194753798116,0.34722355351314677
27136,0.1565330329120752,0.5860511413713975
27137,0.24299971510123058,0.45749685917326677
27138,0.08816928969059429,0.5532814719753392
27139,0.07306657262527301,0.1324393429045947
27140,0.882837332550803,0.8775579656121475
27141,0.6226887738828619,0.7662047774896774
27142,0.034233572113589385,0.3110283312230771
27143,0.32393099774149814,0.3894916630710605
27144,0.034195976153801794,0.05306813635452222
27145,0.6704725832851502,0.7436934983721563
27146,0.11443728354534141,0.9290066986504066
27147,0.019214504819402917,0.4335045859685575
27148,0.20271541234168625,0.23485578940367405
27149,0.18659210006475377,0.1799500984825504
27150,0.5430439694962413,0.9523356489237891
27151,0.3362640845133463,0.8060179467013638
27152,0.10417410440904927,0.4468622507048786
27153,0.5111624009771522,0.8381224654961811
27154,0.7972225066220185,0.8741119919831284
27155,0.20318827685841837,0.6082758442981576
27156,0.015727028314393456,0.41050530417470305
27157,0.03629721509674218,0.6459650842123292
27158,0.036867955944113864,0.39644777686582244
27159,0.07798288714199333,0.26653216958619924
27160,0.12338008098029042,0.2394445697338285
27161,0.5453982450864988,0.6988371239504908
27162,0.12320098322401504,0.9495665388979856
27163,0.5130449275915512,0.37055817006946945
27164,0.212910267355101,0.20408166868227123
27165,0.6199991760671444,0.5218001743044784
27166,0.1424341352115623,0.16268295333185276
27167,0.2519025403374501,0.6314297141404998
27168,0.057763371005904215,0.6018454134754506
27169,0.0180486744663855,0.17059809359500458
27170,0.5599420694472591,0.8711117812741284
27171,0.030544820838349418,0.3334403759096383
27172,0.06180602026944997,0.8218971110903355
27173,0.32856536701772426,0.5817977829077284
27174,0.004315892833559549,0.03147114385307492
27175,0.04084079476554647,0.18682649227909198
27176,0.6171849837430061,0.9286409374311919
27177,0.8491495641819274,0.9418771344676077
27178,0.06660934735993207,0.39469223218945665
27179,0.15038217839471818,0.29529064675422273
27180,0.15149108266944647,0.34588935865109055
27181,0.07355306111566037,0.8291168855785692
27182,0.39507964516244043,0.8553677440920957
27183,0.027740021989938333,0.5464641104005987
27184,0.09837351573068745,0.49945602485853974
27185,0.27388258875214333,0.6537037257104145
27186,0.17521953168164514,0.6529851107256188
27187,0.11798425059588845,0.11223916932857152
27188,0.1310102894679548,0.5034188666089408
27189,0.20644581593362463,0.6429547930833986
27190,0.2501891533123955,0.7289688899743875
27191,0.22331999056207652,0.9542172533319956
27192,0.4135578068242647,0.7956281347209886
27193,0.023528817657189453,0.24419297749238755
27194,0.231338780957258,0.4989247013756008
27195,0.029277359628952306,0.14176235739349302
27196,0.1509485156714251,0.28943769837251615
27197,0.092888691191333,0.6735154304875169
27198,0.916505072611891,0.985646299905156
27199,0.11653542070279456,0.26273947672351566
27200,0.2992084960641726,0.7617105745163564
27201,0.5766172023816918,0.8985245188418388
27202,0.13898414920719232,0.06945793059078155
27203,0.035237609013893834,0.18974433747603536
27204,0.07759280934994642,0.15053153567157873
27205,0.0009096628449871159,0.01646768311936158
27206,0.1770063580589444,0.16828894922115417
27207,0.0008039515290104605,0.008196053676490348
27208,0.8536915462654222,0.7005981655056978
27209,0.0016076410953965816,0.015883845992786094
27210,0.1270521573398585,0.34398881785196117
27211,0.04324733471235845,0.2218138522273525
27212,0.46226685703290227,0.9176428655772301
27213,0.4483914331668185,0.5510621387716255
27214,0.05481884932655701,0.10522353676636337
27215,0.2247037054624286,0.9246830846134317
27216,0.1771358931488989,0.8566978054837123
27217,0.06472464649682078,0.16809254772433985
27218,0.8332976526799729,0.9503965522231339
27219,0.572002400987918,0.6072184477676177
27220,0.2215599557071154,0.4560965901773479
27221,0.08562224963096117,0.5266003557858667
27222,0.09757213207759269,0.48134484951282513
27223,0.027028982506802572,0.6273809977746108
27224,0.11591243329391712,0.6525090193706831
27225,0.2493637602839443,0.2810748871930818
27226,0.05092305467483591,0.277050917282725
27227,0.2873697587821105,0.5007979828573529
27228,0.5972943694945174,0.8636908571039127
27229,0.8158744013941756,0.8930545414360289
27230,0.280132476803527,0.9714670433190274
27231,0.5056626630849638,0.8112378408170232
27232,0.24010408170967124,0.6599052282567659
27233,0.483598925984897,0.22722704023442267
27234,0.048494201534026164,0.050994629297893106
27235,0.8701154522772634,0.8995664123559282
27236,0.14343308178703137,0.9168134987022878
27237,0.42073712537438135,0.5750852096742964
27238,0.287880986604426,0.6382995052272928
27239,0.20799855602964065,0.11239485773778216
27240,0.05827374697679945,0.47846859144123
27241,0.11842778131798745,0.3114505874335178
27242,0.21755126251907675,0.5734525379386979
27243,0.09343307588187197,0.13263836875763296
27244,0.02083529261253167,0.10494283202421184
27245,0.17738382122496668,0.6005714144823575
27246,0.8662763036744972,0.9519671750537736
27247,0.21895437811092355,0.9321782808333349
27248,0.34340556779609827,0.7898954825192287
27249,0.09729485224850692,0.6222373315447777
27250,0.19823691497429705,0.3873994336018069
27251,0.05021570116904412,0.32922129812273176
27252,0.31800812958426716,0.6902685035869431
27253,0.03938648190124119,0.8939392858160465
27254,0.9382179566919416,0.9685920899832957
27255,0.25627316388841664,0.3540687197528551
27256,0.7298919241520898,0.9591724482298334
27257,0.41011365103989317,0.5652741925896984
27258,0.224628709130034,0.6992696982421679
27259,0.41646826571697576,0.8708612830180497
27260,0.22403825889005174,0.6140151100832515
27261,0.3296628513709857,0.7846576574239204
27262,0.18722252129264289,0.7003757728199104
27263,0.0962318686712565,0.15410177207831935
27264,0.07400046449609474,0.18049537792356168
27265,0.06718757901197596,0.2328832847333349
27266,0.13309247593665718,0.39642942326295383
27267,0.13512898429679296,0.8447476181568027
27268,0.01393247436674414,0.1923426522672735
27269,0.7870029765293819,0.417827436142703
27270,0.023727525497175363,0.11250515621906389
27271,0.005578238959075387,0.14087542960500019
27272,0.028678019286145433,0.3913588339435208
27273,0.08434353827188566,0.18080184674992933
27274,0.2806013997678955,0.6963555544456398
27275,0.3604759826699248,0.5209220124113201
27276,0.0023619644169383,0.06359523912965165
27277,0.07890082530401002,0.8367812100529463
27278,0.0922447722069536,0.3762798575997245
27279,0.014876142407999672,0.16099113018056047
27280,0.009756292748866559,0.052192568729555966
27281,0.0462115349068337,0.35587297820408154
27282,0.1244641141136422,0.8794266168802648
27283,0.028455944575297203,0.09152827823673476
27284,0.2150256258173641,0.34275176753352304
27285,0.04291507510007825,0.3450668131118704
27286,0.02694653040134124,0.12066462275635392
27287,0.07305852578869299,0.5021828856645638
27288,0.646316217640969,0.73168236025243
27289,0.17544673289991145,0.43585375370933727
27290,0.004496616184104618,0.033130401524090865
27291,0.3670324987005442,0.6865819680242179
27292,0.11783696621540252,0.7651157717364223
27293,0.090921108616991,0.9641485612671401
27294,0.08077994754044412,0.12487237290234539
27295,0.43372202846547153,0.8897185716705317
27296,0.09840308875294063,0.7300084713861081
27297,0.08124508267325968,0.6629881091764347
27298,0.045424599566750774,0.21076534889094253
27299,0.327730229048717,0.7227840174644272
27300,0.1364240628252973,0.9596934434686863
27301,0.025177524634667964,0.06815117904978936
27302,0.24598855335166633,0.6785232943876941
27303,0.11077390555959143,0.24924172038613623
27304,0.07127849387402767,0.829262489009058
27305,0.029031102744862147,0.05961897493842735
27306,0.26877060354620674,0.5898184111768895
27307,0.7692090891782558,0.7261358329955434
27308,0.2786668797538201,0.32868693378873404
27309,0.7964986568206125,0.969914067502901
27310,0.036363797176306535,0.1850176845448623
27311,0.04107565150974446,0.07839255447012403
27312,0.0629039147193133,0.44133084878578543
27313,0.041616105673451594,0.1289748590642684
27314,0.06547035188967294,0.07227089664228874
27315,0.01898118676521535,0.23659257750694515
27316,0.1596661373840642,0.6176815514585582
27317,0.08882914986089131,0.22543493593728553
27318,0.15181267083600683,0.38988919983897435
27319,0.17857178629549747,0.8019406472628563
27320,0.09974452121496996,0.3981883970897422
27321,0.07095322692214799,0.5297589652366512
27322,0.43890503125770547,0.1377661016392635
27323,0.04170877801544408,0.5895506053207308
27324,0.15388307221139064,0.42628158028663354
27325,0.8092523449109807,0.9200558671188549
27326,0.06841473010749383,0.6038603348781564
27327,0.1684647670040805,0.4781825052217309
27328,0.3160915846033718,0.5771445121197681
27329,0.17963669792791767,0.29565229832337614
27330,0.008212770716119191,0.5159632900964732
27331,0.12371028857162009,0.2266041957241654
27332,0.11995167623493014,0.9450923726631684
27333,0.5828675745208121,0.7434159936854292
27334,0.0918009183436953,0.059481611392761966
27335,0.11973932069637223,0.07322762881573379
27336,0.15498001643889456,0.25231594455218803
27337,0.2970094582486244,0.6371004296437291
27338,0.3457946115059882,0.4281858030334622
27339,0.15300683175431123,0.2936869038804678
27340,0.01931189548984975,0.26591158005277643
27341,0.4247745450771454,0.7720214638921443
27342,0.06658037313234012,0.6307091994415748
27343,0.10143465421356611,0.179316579453528
27344,0.34424948512303744,0.5178970665732997
27345,0.08004292691470015,0.4657633022238637
27346,0.5795826527564426,0.9365420029267633
27347,0.7575814415973089,0.9016579663744522
27348,0.09404492098815538,0.46996507088835493
27349,0.09962871049975303,0.2025312552395609
27350,0.05678993082162615,0.8844479260819309
27351,0.7114239922736413,0.8460858820820535
27352,0.0711821720139365,0.3242420186988267
27353,0.006942934639316727,0.10846224539528806
27354,0.2944454910588856,0.6381404990028388
27355,0.2976985278890743,0.3679538356615197
27356,0.16532969072109663,0.484876381704451
27357,0.115059284274255,0.3125246999264987
27358,0.15268582708482423,0.6558296093233303
27359,0.5552303310161938,0.788122353879233
27360,0.14378664753482795,0.4872254093535403
27361,0.020352821569358102,0.8917288830750095
27362,0.23975846995216585,0.4635894158573328
27363,0.1999320522161803,0.41238485328743113
27364,0.03952135538966016,0.05258179431429521
27365,0.26341602306645323,0.6834986290624724
27366,0.33973534512117864,0.6128340282775361
27367,0.42107100009421067,0.7245654949726883
27368,0.0584012051445661,0.5239919123749515
27369,0.026368011224572205,0.04855755872797716
27370,0.029313731347177525,0.8603153913468548
27371,0.1865556798922477,0.3698073738186547
27372,0.14535953193145817,0.3582418163364482
